- 66.249.66.200 - - [23/Mar/2026:00:00:21 -0300] "GET /fotos_veiculos/46/HB20-1.6-COPA--AUT.-2019-1128233.jpg HTTP/1.1" 200 57039 "-" "Googlebot-Image/1.0"
- 177.144.137.25 - - [23/Mar/2026:11:48:55 -0300] "GET /js/RGraph/libraries/RGraph.line.js?ts=20260323114855 HTTP/1.1" 200 98621 "https://sistemameucar.com.br/negociacoes/edt/id/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:48:55 -0300] "GET /js/RGraph/libraries/RGraph.bar.js?ts=20260323114855 HTTP/1.1" 200 89024 "https://sistemameucar.com.br/negociacoes/edt/id/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:48:55 -0300] "GET /js/baloo/tooltip.js?ts=20260323114855 HTTP/1.1" 200 7386 "https://sistemameucar.com.br/negociacoes/edt/id/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:48:56 -0300] "POST /clientes/ajax/fn/busca_origem HTTP/1.1" 200 302 "https://sistemameucar.com.br/negociacoes/edt/id/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:48:56 -0300] "POST /veiculos/ajax/fn/getTableDespesasByIdVeiculo HTTP/1.1" 200 182 "https://sistemameucar.com.br/negociacoes/edt/id/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:48:56 -0300] "POST /veiculos/ajax/fn/getById HTTP/1.1" 200 2004 "https://sistemameucar.com.br/negociacoes/edt/id/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.58.248.122 - - [23/Mar/2026:11:48:54 -0300] "GET /frente_loja_empresas/88/20140221030209.jpg HTTP/1.1" 200 5488764 "https://www.premiumjundiai.com.br/" "Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/29.0 Chrome/136.0.0.0 Mobile Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:48:56 -0300] "POST /veiculos/ajax/fn/getById HTTP/1.1" 200 3 "https://sistemameucar.com.br/negociacoes/edt/id/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:48:56 -0300] "POST /clientes/ajax/fn/getById HTTP/1.1" 200 1740 "https://sistemameucar.com.br/negociacoes/edt/id/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:48:57 -0300] "POST /veiculos/ajax/fn/getById HTTP/1.1" 200 2180 "https://sistemameucar.com.br/negociacoes/edt/id/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:48:57 -0300] "POST /veiculos/ajax/fn/getTableDespesasByIdVeiculo HTTP/1.1" 200 182 "https://sistemameucar.com.br/negociacoes/edt/id/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:48:57 -0300] "POST /veiculos/ajax/fn/get_despesas_avaliacoes HTTP/1.1" 200 8 "https://sistemameucar.com.br/negociacoes/edt/id/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:12 -0300] "GET /contratos/seleciona-contrato/id_cliente/785819/id_empresa/111/id_veiculo/55150/id_negociacao/51436 HTTP/1.1" 200 2532 "https://sistemameucar.com.br/negociacoes/edt/id/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:12 -0300] "POST /negociacoes/edt HTTP/1.1" 200 89757 "https://sistemameucar.com.br/negociacoes/edt/id/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:12 -0300] "GET /css/default.css?ts=20260323114912 HTTP/1.1" 200 1927 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:12 -0300] "GET /css/jquery.click-calendario-1.0.css?ts=20260323114912 HTTP/1.1" 200 1912 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:13 -0300] "GET /js/jquery-click-calendario-1.0.js?ts=20260323114912 HTTP/1.1" 200 8453 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:13 -0300] "GET /js/option-transfer.js?ts=20260323114912 HTTP/1.1" 200 657 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:13 -0300] "GET /js/mask.js?ts=20260323114912 HTTP/1.1" 200 6822 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:13 -0300] "GET /js/RGraph/libraries/RGraph.common.annotate.js?ts=20260323114912 HTTP/1.1" 200 13247 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:13 -0300] "GET /js/RGraph/libraries/RGraph.common.core.js?ts=20260323114912 HTTP/1.1" 200 82105 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:13 -0300] "GET /js/RGraph/libraries/RGraph.common.context.js?ts=20260323114912 HTTP/1.1" 200 24046 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:13 -0300] "GET /js/RGraph/libraries/RGraph.common.tooltips.js?ts=20260323114912 HTTP/1.1" 200 54517 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:13 -0300] "GET /js/RGraph/libraries/RGraph.common.resizing.js?ts=20260323114912 HTTP/1.1" 200 21716 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:13 -0300] "GET /js/jquery-ui-1.8.17.custom.min.js?ts=20260323114912 HTTP/1.1" 200 210902 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:13 -0300] "GET /js/RGraph/libraries/RGraph.meter.js?ts=20260323114912 HTTP/1.1" 200 27236 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:13 -0300] "GET /js/dashboard_b1t.js?ts=20260323114912 HTTP/1.1" 200 11021 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:13 -0300] "GET /js/RGraph/libraries/RGraph.line.js?ts=20260323114912 HTTP/1.1" 200 98621 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:13 -0300] "GET /js/RGraph/libraries/RGraph.bar.js?ts=20260323114912 HTTP/1.1" 200 89024 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:13 -0300] "GET /js/baloo/tooltip.js?ts=20260323114912 HTTP/1.1" 200 7386 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:14 -0300] "GET /contratos/gera-contrato/id_contrato/96/id_cliente/785819/id_empresa/111/id_veiculo/55150/id_negociacao/51436 HTTP/1.1" 200 84849 "https://sistemameucar.com.br/contratos/seleciona-contrato/id_cliente/785819/id_empresa/111/id_veiculo/55150/id_negociacao/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:14 -0300] "POST /veiculos/ajax/fn/getTableDespesasByIdVeiculo HTTP/1.1" 200 182 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:14 -0300] "POST /clientes/ajax/fn/busca_origem HTTP/1.1" 200 302 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:14 -0300] "POST /veiculos/ajax/fn/getById HTTP/1.1" 200 2004 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:15 -0300] "POST /veiculos/ajax/fn/getById HTTP/1.1" 200 3 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:15 -0300] "GET /js/functions.js?ts=20260323114914 HTTP/1.1" 200 2431 "https://sistemameucar.com.br/contratos/gera-contrato/id_contrato/96/id_cliente/785819/id_empresa/111/id_veiculo/55150/id_negociacao/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:15 -0300] "GET /css/style.css?ts=20260323114914 HTTP/1.1" 200 20686 "https://sistemameucar.com.br/contratos/gera-contrato/id_contrato/96/id_cliente/785819/id_empresa/111/id_veiculo/55150/id_negociacao/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:15 -0300] "GET /css/default.css?ts=20260323114914 HTTP/1.1" 200 1927 "https://sistemameucar.com.br/contratos/gera-contrato/id_contrato/96/id_cliente/785819/id_empresa/111/id_veiculo/55150/id_negociacao/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:15 -0300] "POST /clientes/ajax/fn/getById HTTP/1.1" 200 1740 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:15 -0300] "GET /js/RGraph/libraries/RGraph.common.annotate.js?ts=20260323114914 HTTP/1.1" 200 13247 "https://sistemameucar.com.br/contratos/gera-contrato/id_contrato/96/id_cliente/785819/id_empresa/111/id_veiculo/55150/id_negociacao/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:15 -0300] "GET /js/jquery-click-calendario-1.0.js?ts=20260323114914 HTTP/1.1" 200 8453 "https://sistemameucar.com.br/contratos/gera-contrato/id_contrato/96/id_cliente/785819/id_empresa/111/id_veiculo/55150/id_negociacao/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:15 -0300] "GET /js/option-transfer.js?ts=20260323114914 HTTP/1.1" 200 657 "https://sistemameucar.com.br/contratos/gera-contrato/id_contrato/96/id_cliente/785819/id_empresa/111/id_veiculo/55150/id_negociacao/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:15 -0300] "GET /js/RGraph/libraries/RGraph.common.core.js?ts=20260323114914 HTTP/1.1" 200 82105 "https://sistemameucar.com.br/contratos/gera-contrato/id_contrato/96/id_cliente/785819/id_empresa/111/id_veiculo/55150/id_negociacao/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:15 -0300] "GET /js/jquery-ui-1.8.17.custom.min.js?ts=20260323114914 HTTP/1.1" 200 210902 "https://sistemameucar.com.br/contratos/gera-contrato/id_contrato/96/id_cliente/785819/id_empresa/111/id_veiculo/55150/id_negociacao/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:15 -0300] "POST /veiculos/ajax/fn/getById HTTP/1.1" 200 2190 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:15 -0300] "GET /js/RGraph/libraries/RGraph.common.tooltips.js?ts=20260323114914 HTTP/1.1" 200 54517 "https://sistemameucar.com.br/contratos/gera-contrato/id_contrato/96/id_cliente/785819/id_empresa/111/id_veiculo/55150/id_negociacao/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:15 -0300] "GET /js/RGraph/libraries/RGraph.common.resizing.js?ts=20260323114914 HTTP/1.1" 200 21716 "https://sistemameucar.com.br/contratos/gera-contrato/id_contrato/96/id_cliente/785819/id_empresa/111/id_veiculo/55150/id_negociacao/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:15 -0300] "GET /js/dashboard_b1t.js?ts=20260323114914 HTTP/1.1" 200 11021 "https://sistemameucar.com.br/contratos/gera-contrato/id_contrato/96/id_cliente/785819/id_empresa/111/id_veiculo/55150/id_negociacao/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:15 -0300] "GET /js/RGraph/libraries/RGraph.meter.js?ts=20260323114914 HTTP/1.1" 200 27236 "https://sistemameucar.com.br/contratos/gera-contrato/id_contrato/96/id_cliente/785819/id_empresa/111/id_veiculo/55150/id_negociacao/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:15 -0300] "GET /js/RGraph/libraries/RGraph.line.js?ts=20260323114914 HTTP/1.1" 200 98621 "https://sistemameucar.com.br/contratos/gera-contrato/id_contrato/96/id_cliente/785819/id_empresa/111/id_veiculo/55150/id_negociacao/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:15 -0300] "GET /js/RGraph/libraries/RGraph.bar.js?ts=20260323114914 HTTP/1.1" 200 89024 "https://sistemameucar.com.br/contratos/gera-contrato/id_contrato/96/id_cliente/785819/id_empresa/111/id_veiculo/55150/id_negociacao/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:15 -0300] "POST /veiculos/ajax/fn/getTableDespesasByIdVeiculo HTTP/1.1" 200 182 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:15 -0300] "GET /js/baloo/tooltip.js?ts=20260323114914 HTTP/1.1" 200 7386 "https://sistemameucar.com.br/contratos/gera-contrato/id_contrato/96/id_cliente/785819/id_empresa/111/id_veiculo/55150/id_negociacao/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:15 -0300] "POST /veiculos/ajax/fn/get_despesas_avaliacoes HTTP/1.1" 200 8 "https://sistemameucar.com.br/negociacoes/edt" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:16 -0300] "GET /js/tinymce/jscripts/tiny_mce/plugins/lists/editor_plugin.js HTTP/1.1" 404 4191 "https://sistemameucar.com.br/contratos/gera-contrato/id_contrato/96/id_cliente/785819/id_empresa/111/id_veiculo/55150/id_negociacao/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:16 -0300] "GET /js/tinymce/jscripts/tiny_mce/plugins/autolink/editor_plugin.js HTTP/1.1" 404 4199 "https://sistemameucar.com.br/contratos/gera-contrato/id_contrato/96/id_cliente/785819/id_empresa/111/id_veiculo/55150/id_negociacao/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 177.144.137.25 - - [23/Mar/2026:11:49:16 -0300] "GET /css/example.css HTTP/1.1" 404 4079 "https://sistemameucar.com.br/contratos/gera-contrato/id_contrato/96/id_cliente/785819/id_empresa/111/id_veiculo/55150/id_negociacao/51436" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 191.188.65.152 - - [23/Mar/2026:11:49:19 -0300] "GET /veiculos/lista2 HTTP/1.1" 200 140133 "https://sistemameucar.com.br/negociacoes/lista" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 191.188.65.152 - - [23/Mar/2026:11:49:19 -0300] "GET /css/default.css?ts=20260323114919 HTTP/1.1" 200 1927 "https://sistemameucar.com.br/veiculos/lista2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 191.188.65.152 - - [23/Mar/2026:11:49:19 -0300] "GET /css/style.css?ts=20260323114919 HTTP/1.1" 200 20686 "https://sistemameucar.com.br/veiculos/lista2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 191.188.65.152 - - [23/Mar/2026:11:49:19 -0300] "GET /css/jquery.click-calendario-1.0.css?ts=20260323114919 HTTP/1.1" 200 1912 "https://sistemameucar.com.br/veiculos/lista2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 191.188.65.152 - - [23/Mar/2026:11:49:19 -0300] "GET /js/mask.js?ts=20260323114919 HTTP/1.1" 200 6822 "https://sistemameucar.com.br/veiculos/lista2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 191.188.65.152 - - [23/Mar/2026:11:49:19 -0300] "GET /js/option-transfer.js?ts=20260323114919 HTTP/1.1" 200 657 "https://sistemameucar.com.br/veiculos/lista2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 191.188.65.152 - - [23/Mar/2026:11:49:19 -0300] "GET /js/functions.js?ts=20260323114919 HTTP/1.1" 200 2431 "https://sistemameucar.com.br/veiculos/lista2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 191.188.65.152 - - [23/Mar/2026:11:49:20 -0300] "GET /js/jquery-click-calendario-1.0.js?ts=20260323114919 HTTP/1.1" 200 8453 "https://sistemameucar.com.br/veiculos/lista2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 191.188.65.152 - - [23/Mar/2026:11:49:19 -0300] "GET /js/jquery-ui-1.8.17.custom.min.js?ts=20260323114919 HTTP/1.1" 200 210902 "https://sistemameucar.com.br/veiculos/lista2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 191.188.65.152 - - [23/Mar/2026:11:49:20 -0300] "GET /js/RGraph/libraries/RGraph.common.core.js?ts=20260323114919 HTTP/1.1" 200 82105 "https://sistemameucar.com.br/veiculos/lista2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 191.188.65.152 - - [23/Mar/2026:11:49:20 -0300] "GET /js/RGraph/libraries/RGraph.common.context.js?ts=20260323114919 HTTP/1.1" 200 24046 "https://sistemameucar.com.br/veiculos/lista2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 191.188.65.152 - - [23/Mar/2026:11:49:20 -0300] "GET /js/RGraph/libraries/RGraph.common.annotate.js?ts=20260323114919 HTTP/1.1" 200 13247 "https://sistemameucar.com.br/veiculos/lista2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 191.188.65.152 - - [23/Mar/2026:11:49:20 -0300] "GET /js/RGraph/libraries/RGraph.common.tooltips.js?ts=20260323114919 HTTP/1.1" 200 54517 "https://sistemameucar.com.br/veiculos/lista2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 191.188.65.152 - - [23/Mar/2026:11:49:20 -0300] "GET /js/RGraph/libraries/RGraph.common.resizing.js?ts=20260323114919 HTTP/1.1" 200 21716 "https://sistemameucar.com.br/veiculos/lista2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 191.188.65.152 - - [23/Mar/2026:11:49:20 -0300] "GET /js/dashboard_b1t.js?ts=20260323114919 HTTP/1.1" 200 11021 "https://sistemameucar.com.br/veiculos/lista2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 191.188.65.152 - - [23/Mar/2026:11:49:20 -0300] "GET /js/RGraph/libraries/RGraph.meter.js?ts=20260323114919 HTTP/1.1" 200 27236 "https://sistemameucar.com.br/veiculos/lista2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
- 191.188.65.152 - - [23/Mar/2026:11:49:20 -0300] "GET /js/RGraph/libraries/RGraph.bar.js?ts=20260323114919 HTTP/1.1" 200 89024 "https://sistemameucar.com.br/veiculos/lista2" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/146.0.0.0 Safari/537.36"
